Datetime,Vessel,SPEED THROUGH WATER,SPEED OVER GROUND KNOTS,SHAFT POWER,SHAFT SPEED,SHAFT TORQUE,TRUE WIND SPEED,TRUE WIND DIRECTION,HEADING TRUE,COURSE OVER GROUND TRUE,DRAFT FWD LEVEL,DRAFT AFT LEVEL,DRAFT MIDSHIP PORT LEVEL,DRAFT MIDSHIP STBD LEVEL,ME SLIP INSTANT,ME RELATIVELOAD,Latitude,Longitude,Date,Condition,From,To,Trim,Displacement,Draft_For,Draft_Aft,wave_height,wave_peak_period,wave_period,wave_direction,ocean_current_velocity,ocean_current_direction,weather_source_datetime,weather_source_latitude,weather_source_longitude,wave_height_source_model,wave_peak_period_source_model,wave_period_source_model,wave_direction_source_model,ocean_current_velocity_source_model,ocean_current_direction_source_model
2024-06-27 06:00:00+00:00,Hille,10.019999999999998,10.553485714285712,6604.294117647059,48.07408571428571,1311.7142857142858,8.916068721138862,154.57012149281115,359.9314241767792,0.5828571428571429,1.726657142857143,1.7363142857142857,1.7473666666666667,1.754121212121212,12.465233087153509,43.64474069318428,25.590804428571428,128.7420641904762,2024-06-27 00:00:00+00:00,laden,,,0.0,224784.0,17.54,17.54,1.059999942779541,7.699999809265137,6.449999809265137,136.0,0.4000000059604645,0.0,2024-06-27 06:00:00+00:00,25.590804428571428,128.7420641904762,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,era5_ocean,era5_ocean
2024-06-27 07:00:00+00:00,Hille,9.96694915254237,10.725166666666668,6651.35,48.10491452991454,1321.0333333333333,8.054960109548675,158.42913019014622,359.81083341580114,1.1708333333333334,1.7266806722689074,1.7370166666666669,1.7479259259259257,1.7556739130434782,12.985481106235715,43.98211177934924,25.70609413888889,128.74512952777778,2024-06-27 00:00:00+00:00,laden,,,0.0,224784.0,17.54,17.54,1.059999942779541,7.75,6.5,136.0,0.4000000059604645,0.0,2024-06-27 07:00:00+00:00,25.70609413888889,128.74512952777778,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,era5_ocean,era5_ocean
2024-06-27 08:00:00+00:00,Hille,10.098333333333333,10.508883333333332,6599.866666666667,48.10725833333333,1311.571428571429,8.898489483668714,161.98538642290669,0.3310926887609753,1.3191666666666668,1.7253833333333335,1.7359416666666667,1.748353982300885,1.7565813953488376,11.84111287920296,43.66898831437935,25.883051791666663,128.75126265277777,2024-06-27 00:00:00+00:00,laden,,,0.0,224784.0,17.54,17.54,1.0399999618530273,7.900000095367432,6.5,138.0,0.47434163093566895,18.43505859375,2024-06-27 08:00:00+00:00,25.883051791666663,128.75126265277777,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,era5_ocean,era5_ocean
2024-06-27 09:00:00+00:00,Hille,10.060833333333337,10.159691666666667,6567.9672131147545,48.10869491525423,1303.7542372881355,11.556697228395004,159.38609135718036,0.8449992807352942,2.4566666666666666,1.7250083333333337,1.7352090909090916,1.7489745762711864,1.7571428571428571,12.170879242906237,43.4189034810276,26.05651606944444,128.75949219444445,2024-06-27 00:00:00+00:00,laden,,,0.0,224784.0,17.54,17.54,1.0399999618530273,7.949999809265137,6.5,137.0,0.42720019817352295,20.556121826171875,2024-06-27 09:00:00+00:00,26.05651606944444,128.75949219444445,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,era5_ocean,era5_ocean
2024-06-27 10:00:00+00:00,Hille,10.100833333333332,10.047891666666668,6530.133333333333,48.09678151260505,1297.0333333333333,10.192334461230356,169.42084217841887,1.2422392104438131,1.4398305084745764,1.7236974789915964,1.7339,1.7495825242718448,1.757237113402062,11.795619662027317,43.17146916925517,26.22593355555556,128.7672296388889,2024-06-27 00:00:00+00:00,laden,,,0.0,224784.0,17.54,17.54,1.0399999618530273,8.0,6.599999904632568,137.0,0.2828427255153656,44.9998779296875,2024-06-27 10:00:00+00:00,26.22593355555556,128.7672296388889,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,era5_ocean,era5_ocean
2024-06-27 11:00:00+00:00,Hille,10.053846153846155,9.746222222222222,6788.932203389831,48.74978632478632,1337.6324786324783,9.43598466753654,172.849788021628,3.1871397070048038,1.873913043478261,9.543726495726498,9.596102564102562,9.6961452991453,9.735692307692304,13.375898945149371,45.16052684052155,26.390084814814816,128.7737536752137,2024-06-27 00:00:00+00:00,laden,,,0.0,224784.0,17.54,17.54,1.0,7.849999904632568,6.599999904632568,137.0,0.05000000074505806,0.0,2024-06-27 11:00:00+00:00,26.390084814814816,128.7737536752137,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,era5_ocean,era5_ocean
2024-06-27 12:00:00+00:00,Hille,10.306666666666668,10.165708333333331,7178.786885245901,49.58700833333334,1381.5,11.51137133751816,174.842116454265,2.54088341310694,2.6791666666666667,17.225666666666665,17.321965811965807,17.5109009009009,17.58648351648351,12.707882574673029,47.41061397131716,26.55689706944444,128.78294208333332,2024-06-27 00:00:00+00:00,laden,,,0.0,224784.0,17.54,17.54,1.0,7.900000095367432,6.650000095367432,136.0,0.10000000149011612,0.0,2024-06-27 12:00:00+00:00,26.55689706944444,128.78294208333332,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,era5_ocean,era5_ocean
2024-06-27 13:00:00+00:00,Hille,9.99561403508772,9.871533333333334,7245.5,49.5863025210084,1394.55,11.196890410715715,179.57088859291775,1.1008418661006658,1.544166666666667,17.23243697478992,17.316525423728805,17.511810344827584,17.583399999999997,15.22003522721745,47.85853545700879,26.72319775,128.7916595138889,2024-06-27 00:00:00+00:00,laden,,,0.0,224784.0,17.54,17.54,1.0199999809265137,7.949999809265137,6.650000095367432,136.0,0.1414213627576828,44.9998779296875,2024-06-27 13:00:00+00:00,26.72319775,128.7916595138889,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,era5_ocean,era5_ocean
2024-06-27 14:00:00+00:00,Hille,9.866949152542372,10.326933333333333,7340.163934426229,49.58781196581196,1412.127118644068,10.772536585938656,186.27457595635843,2.2050536076961293,1.4813559322033891,17.236499999999996,17.322416666666662,17.518461538461537,17.585113636363637,16.474913938173735,48.477936562002384,26.89167944444444,128.79693580555556,2024-06-27 00:00:00+00:00,laden,,,0.0,224784.0,17.54,17.54,0.9800000190734863,8.0,6.550000190734863,137.0,0.11180340498685837,63.43499755859375,2024-06-27 14:00:00+00:00,26.89167944444444,128.79693580555556,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,era5_ocean,era5_ocean
2024-06-27 15:00:00+00:00,Hille,10.013333333333332,10.548333333333334,7311.6557377049185,49.59897478991597,1407.8319327731092,11.449139125945528,186.20296649793,3.077986811964536,3.536448598130841,17.22831932773109,17.318416666666668,17.522990654205607,17.58681818181818,15.21659139797926,48.31653558918776,27.065859027777776,128.808459375,2024-06-27 00:00:00+00:00,laden,,,0.0,224784.0,17.54,17.54,0.9800000190734863,8.050000190734863,6.599999904632568,136.0,0.10000000149011612,270.0,2024-06-27 15:00:00+00:00,27.065859027777776,128.808459375,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,ncep_gfswave016,era5_ocean,era5_ocean
